CandidateURL,SourceType,SourceQuery,SourceURL,SourceTitle,SourceSnippet,DiscoveredAtUTC
http://stephenjtaylor.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Stephen Taylor,Stephen Taylor The website of indie fantasy author Stephen Taylor Visit,2026-03-12T08:47:04Z
https://bryantimothymitchell.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Bryan Timothy Mitchell,Bryan Timothy Mitchell The website of indie fantasy author Bryan Timothy Mitchell. Visit,2026-03-12T08:47:04Z
https://nilesbooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Ginger Smith,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Ginger Smith,2026-03-12T08:47:05Z
https://www.tamikareedwrites.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Tamika Reed,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Tamika Reed,2026-03-12T08:47:05Z
https://www.boobearbooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Zoe Duran,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Zoe Duran,2026-03-12T08:47:05Z
http://www.susenedwardsauthor.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Susen Edwards,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Susen Edwards,2026-03-12T08:47:05Z
https://tomkranzbooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Thomas Kranz,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Thomas Kranz,2026-03-12T08:47:05Z
https://www.vncbooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Virtuous Cornwall,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Virtuous Cornwall,2026-03-12T08:47:05Z
http://authormrosepeluso.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Maryanne (Pen Name: M. Rose) Peluso,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Maryanne (Pen Name: M. Rose) Peluso,2026-03-12T08:47:05Z
http://www.jannabluebooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Regina Ross,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Regina Ross,2026-03-12T08:47:05Z
http://www.glassauthor.com,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,N Joseph Glass,Author Directory | Independent Authors Book Experience (IABX) author directory listing for N Joseph Glass,2026-03-12T08:47:05Z
https://www.mamminabooks.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Mammina Books,Mammina Books Website of indie fantasy author David V. Mammina Visit,2026-03-12T08:47:04Z
https://iankanebooks.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Ian Kane Books,Ian Kane Books Website of indie sci-fi author Ian Kane. Visit,2026-03-12T08:47:04Z
https://www.gardnersart.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,D.L Gardner books,D.L Gardner books The website of indie fantasy author D.L. Gardner Visit,2026-03-12T08:47:04Z
https://mhwoodscourt.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,M.H. Woodscourt Books,M.H. Woodscourt Books Website of indie fantasy author M.H. Woodscourt. Visit,2026-03-12T08:47:04Z
https://daankatz.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Daan Katz Author,Daan Katz Author Website of indie fantasy author Daan Katz. Visit,2026-03-12T08:47:04Z
https://www.jaimieschock.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Jaimie N. Schock Author,Jaimie N. Schock Author Website of indie fantasy and sci-fi author Jaimie N. Schock Visit,2026-03-12T08:47:04Z
http://www.taowebsites.com,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Tao Websites.,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Tao Websites.,2026-03-12T08:47:05Z
https://afstewart.ca,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Welcome to Avalon - A. F. Stewart,Welcome to Avalon - A. F. Stewart The website of indie fantasy author A.F. Stewart. Visit,2026-03-12T08:47:04Z
https://robbwallace.co.uk,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Robb Wallace Author,Robb Wallace Author Website of indie fantasy author Robb Wallace. Visit,2026-03-12T08:47:04Z
