CandidateURL,SourceType,SourceQuery,SourceURL,SourceTitle,SourceSnippet,DiscoveredAtUTC
https://nilesbooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Ginger Smith,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Ginger Smith,2026-03-10T13:08:57Z
https://www.rmgarino.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,R.M. Garino,"R.M. Garino The Website of Indie Fantasy Author R.M. Garino; Creator of the Chaos Of Souls Series - Where Monsters, Magic, & Mayhem reign! Visit",2026-03-10T13:08:56Z
https://www.tamikareedwrites.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Tamika Reed,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Tamika Reed,2026-03-10T13:08:57Z
https://www.davidgreenwriter.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,David Green,David Green Website of indie fantasy author David Green. Visit,2026-03-10T13:08:56Z
https://www.boobearbooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Zoe Duran,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Zoe Duran,2026-03-10T13:08:57Z
http://www.susenedwardsauthor.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Susen Edwards,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Susen Edwards,2026-03-10T13:08:57Z
http://authordiannagunn.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Author Dianna Gunn,Author Dianna Gunn Website of indie fantasy author Dianna Gunn. Visit,2026-03-10T13:08:56Z
https://tomkranzbooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Thomas Kranz,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Thomas Kranz,2026-03-10T13:08:57Z
https://www.mamminabooks.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Mammina Books,Mammina Books Website of indie fantasy author David V. Mammina Visit,2026-03-10T13:08:56Z
https://www.vncbooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Virtuous Cornwall,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Virtuous Cornwall,2026-03-10T13:08:57Z
https://authorjackadkins.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Author Jack Adkins,Author Jack Adkins Website of indie fantasy author Jack Adkins Visit,2026-03-10T13:08:56Z
http://authormrosepeluso.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Maryanne (Pen Name: M. Rose) Peluso,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Maryanne (Pen Name: M. Rose) Peluso,2026-03-10T13:08:57Z
https://www.elizabethkleinauthor.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Elizabeth Klein,Elizabeth Klein Website of indie fantasy author Elizabeth Klein. Visit,2026-03-10T13:08:56Z
http://www.jannabluebooks.com/,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Regina Ross,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Regina Ross,2026-03-10T13:08:57Z
https://iankanebooks.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,Ian Kane Books,Ian Kane Books Website of indie sci-fi author Ian Kane. Visit,2026-03-10T13:08:56Z
http://www.glassauthor.com,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,N Joseph Glass,Author Directory | Independent Authors Book Experience (IABX) author directory listing for N Joseph Glass,2026-03-10T13:08:57Z
https://runesnielsen.com,epic_directory,epic:author-directory,https://www.epicindie.net/authordirectory,RUNE S. NIELSEN,RUNE S. NIELSEN The website of indie fantasy author Rune S. Nielsen. Visit,2026-03-10T13:08:56Z
http://www.taowebsites.com,iabx_directory,iabx:author-directory,https://www.iabx.org/author-directory,Tao Websites.,Author Directory | Independent Authors Book Experience (IABX) author directory listing for Tao Websites.,2026-03-10T13:08:57Z
